title,state,path,current_version,current_source_id,versions,migrated_to
"jbovlaste import: noralujv, no def, probably natlang based lang en",current,"tiki/jbovlaste_import%3A_noralujv,_no_def,_probably_natlang_based_lang_en.tiki",1,"tiki=jbovlaste_import%3A_noralujv,_no_def,_probably_natlang_based_lang_en@current",2,
"jbovlaste import: noralujv, no def, probably using old rafsi lang en",current,"tiki/jbovlaste_import%3A_noralujv,_no_def,_probably_using_old_rafsi_lang_en.tiki",1,"tiki=jbovlaste_import%3A_noralujv,_no_def,_probably_using_old_rafsi_lang_en@current",2,
"jbovlaste import: noralujv, no def, probably valid lang en",current,"tiki/jbovlaste_import%3A_noralujv,_no_def,_probably_valid_lang_en.tiki",1,"tiki=jbovlaste_import%3A_noralujv,_no_def,_probably_valid_lang_en@current",2,
jbovlaste import: periodic table lang en,current,tiki/jbovlaste_import%3A_periodic_table_lang_en.tiki,1,tiki=jbovlaste_import%3A_periodic_table_lang_en@current,2,
jbovlaste import: plant kingdom lang en,current,tiki/jbovlaste_import%3A_plant_kingdom_lang_en.tiki,1,tiki=jbovlaste_import%3A_plant_kingdom_lang_en@current,2,
jbovlaste import: propiedades lang es,current,tiki/jbovlaste_import%3A_propiedades_lang_es.tiki,2,tiki=jbovlaste_import%3A_propiedades_lang_es@current,2,
jbovlaste import: quantities lang en,current,tiki/jbovlaste_import%3A_quantities_lang_en.tiki,1,tiki=jbovlaste_import%3A_quantities_lang_en@current,2,
jbovlaste import: reino animal lang es,current,tiki/jbovlaste_import%3A_reino_animal_lang_es.tiki,2,tiki=jbovlaste_import%3A_reino_animal_lang_es@current,2,jbovlaste import: reino animal lang es
jbovlaste import: reino vegetal lang es,current,tiki/jbovlaste_import%3A_reino_vegetal_lang_es.tiki,4,tiki=jbovlaste_import%3A_reino_vegetal_lang_es@current,4,
jbovlaste import: samru'e demonstration lang en,current,tiki/jbovlaste_import%3A_samru'e_demonstration_lang_en.tiki,3,tiki=jbovlaste_import%3A_samru'e_demonstration_lang_en@current,3,
jbovlaste import: sciences lang en,current,tiki/jbovlaste_import%3A_sciences_lang_en.tiki,1,tiki=jbovlaste_import%3A_sciences_lang_en@current,2,
jbovlaste import: sewing lang en,current,tiki/jbovlaste_import%3A_sewing_lang_en.tiki,1,tiki=jbovlaste_import%3A_sewing_lang_en@current,2,
jbovlaste import: taxonomy lang en,current,tiki/jbovlaste_import%3A_taxonomy_lang_en.tiki,2,tiki=jbovlaste_import%3A_taxonomy_lang_en@current,2,
jbovlaste import: wiki demonstration lang en,current,tiki/jbovlaste_import%3A_wiki_demonstration_lang_en.tiki,1,tiki=jbovlaste_import%3A_wiki_demonstration_lang_en@current,2,
jbovlaste import: ë¬¼ê³ ê¸° lang ko,current,tiki/jbovlaste_import%3A_%C3%AB%C2%AC%C2%BC%C3%AA%C2%B3%C2%A0%C3%AA%C2%B8%C2%B0_lang_ko.tiki,1,tiki=jbovlaste_import%3A_%C3%AB%C2%AC%C2%BC%C3%AA%C2%B3%C2%A0%C3%AA%C2%B8%C2%B0_lang_ko@current,2,
jbovlaste import: ìƒ‰ì±„ í˜•ìš©ì‚¬ lang ko,current,tiki/jbovlaste_import%3A_%C3%AC%C6%92%E2%80%B0%C3%AC%C2%B1%E2%80%9E_%C3%AD%CB%9C%E2%80%A2%C3%AC%C5%A1%C2%A9%C3%AC%E2%80%9A%C2%AC_lang_ko.tiki,1,tiki=jbovlaste_import%3A_%C3%AC%C6%92%E2%80%B0%C3%AC%C2%B1%E2%80%9E_%C3%AD%CB%9C%E2%80%A2%C3%AC%C5%A1%C2%A9%C3%AC%E2%80%9A%C2%AC_lang_ko@current,2,jbovlaste import: ìƒ‰ì±„ í˜•ìš©ì‚¬ lang ko
jbovlaste import: í•œìžì–´ lang ko,current,tiki/jbovlaste_import%3A_%C3%AD%E2%80%A2%C5%93%C3%AC%C5%BE%C2%90%C3%AC%E2%80%93%C2%B4_lang_ko.tiki,1,tiki=jbovlaste_import%3A_%C3%AD%E2%80%A2%C5%93%C3%AC%C5%BE%C2%90%C3%AC%E2%80%93%C2%B4_lang_ko@current,2,jbovlaste import: í•œìžì–´ lang ko
jbozgiMusic,current,tiki/jbozgiMusic.tiki,4,tiki=jbozgiMusic@current,4,jbozgiMusic
jbozma,current,tiki/jbozma.tiki,1,tiki=jbozma@current,2,jbozma
jecrkolorado,current,tiki/jecrkolorado.tiki,1,tiki=jecrkolorado@current,2,jecrkolorado
jecrnortkarolaina,current,tiki/jecrnortkarolaina.tiki,1,tiki=jecrnortkarolaina@current,2,jecrnortkarolaina
jecrnudjerzi,current,tiki/jecrnudjerzi.tiki,1,tiki=jecrnudjerzi@current,2,jecrnudjerzi
jemna,current,tiki/jemna.tiki,1,tiki=jemna@current,2,jemna
jexOm.,current,tiki/jexOm%2E.tiki,5,tiki=jexOm%2E@current,4,
jezrax,current,tiki/jezrax.tiki,2,tiki=jezrax@current,2,jezrax
jitfyjarco,current,tiki/jitfyjarco.tiki,1,tiki=jitfyjarco@current,2,jitfyjarco
jitri'u xu venfu,current,tiki/jitri'u_xu_venfu.tiki,2,tiki=jitri'u_xu_venfu@current,2,jitri'u xu venfu
joiku,current,tiki/joiku.tiki,1,tiki=joiku@current,2,joiku
jondatnymu'e,current,tiki/jondatnymu'e.tiki,2,tiki=jondatnymu'e@current,2,jondatnymu'e
jondatnymu'e tcana,current,tiki/jondatnymu'e_tcana.tiki,1,tiki=jondatnymu'e_tcana@current,2,jondatnymu'e tcana
jonsi'u je xrabo ke turnrximara jecta,current,tiki/jonsi'u_je_xrabo_ke_turnrximara_jecta.tiki,1,tiki=jonsi'u_je_xrabo_ke_turnrximara_jecta@current,2,jonsi'u je xrabo ke turnrximara jecta
ju'e,current,tiki/ju'e.tiki,2,tiki=ju'e@current,2,ju'e
ju'i lobypli,current,tiki/ju'i_lobypli.tiki,9,tiki=ju'i_lobypli@current,10,ju'i lobypli
ju'u,current,tiki/ju'u.tiki,1,tiki=ju'u@current,2,ju'u
judrysni,current,tiki/judrysni.tiki,1,tiki=judrysni@current,2,judrysni
jugytai jbopemci,current,tiki/jugytai_jbopemci.tiki,1,tiki=jugytai_jbopemci@current,2,jugytai jbopemci
justice,current,tiki/justice.tiki,1,tiki=justice@current,2,justice
jutsi,current,tiki/jutsi.tiki,2,tiki=jutsi@current,2,jutsi
jvocu'adju,current,tiki/jvocu'adju.tiki,1,tiki=jvocu'adju@current,2,jvocu'adju
jvocuhadju,current,tiki/jvocuhadju.tiki,1,tiki=jvocuhadju@current,2,jvocuhadju
jvoste,current,tiki/jvoste.tiki,1,tiki=jvoste@current,2,jvoste
ka to'e cfipu,current,tiki/ka_to'e_cfipu.tiki,1,tiki=ka_to'e_cfipu@current,2,ka to'e cfipu
ka'enai,current,tiki/ka'enai.tiki,1,tiki=ka'enai@current,2,ka'enai
"ka, du'u, si'o, ce'u, zo'e",current,"tiki/ka,_du'u,_si'o,_ce'u,_zo'e.tiki",2,"tiki=ka,_du'u,_si'o,_ce'u,_zo'e@current",2,"ka, du'u, si'o, ce'u, zo'e"
kadno,current,tiki/kadno.tiki,1,tiki=kadno@current,2,kadno
kai'i,current,tiki/kai'i.tiki,2,tiki=kai'i@current,2,kai'i
kanguru,current,tiki/kanguru.tiki,1,tiki=kanguru@current,2,kanguru
ke'a,current,tiki/ke'a.tiki,1,tiki=ke'a@current,2,ke'a
keidarien,current,tiki/keidarien.tiki,1,tiki=keidarien@current,2,keidarien
kenning,current,tiki/kenning.tiki,1,tiki=kenning@current,2,kenning
ki'ai,current,tiki/ki'ai.tiki,2,tiki=ki'ai@current,2,ki'ai
ki'i'o,current,tiki/ki'i'o.tiki,2,tiki=ki'i'o@current,3,ki'i'o
ko mi fraxu,current,tiki/ko_mi_fraxu.tiki,2,tiki=ko_mi_fraxu@current,3,ko mi fraxu
ko'a marji lo rectu,current,tiki/ko'a_marji_lo_rectu.tiki,5,tiki=ko'a_marji_lo_rectu@current,6,ko'a marji lo rectu
ko'ai,current,tiki/ko'ai.tiki,1,tiki=ko'ai@current,2,ko'ai
ko'oi,current,tiki/ko'oi.tiki,2,tiki=ko'oi@current,3,ko'oi
kormuj/blazda,current,tiki/kormuj%2Fblazda.tiki,2,tiki=kormuj%2Fblazda@current,3,
kormuj/ckafi,current,tiki/kormuj%2Fckafi.tiki,1,tiki=kormuj%2Fckafi@current,2,
kormuj/kormuj,current,tiki/kormuj%2Fkormuj.tiki,2,tiki=kormuj%2Fkormuj@current,3,
kormuj/lak,current,tiki/kormuj%2Flak.tiki,1,tiki=kormuj%2Flak@current,2,
kormuj/raijatn,current,tiki/kormuj%2Fraijatn.tiki,1,tiki=kormuj%2Fraijatn@current,2,
krasybau,current,tiki/krasybau.tiki,1,tiki=krasybau@current,2,krasybau
kreig.daniyl.,current,tiki/kreig%2Edaniyl%2E.tiki,1,tiki=kreig%2Edaniyl%2E@current,2,
ku,current,tiki/ku.tiki,1,tiki=ku@current,2,ku
kucyvla,current,tiki/kucyvla.tiki,4,tiki=kucyvla@current,5,kucyvla
kujoi,current,tiki/kujoi.tiki,1,tiki=kujoi@current,2,
la .nomik.,current,tiki/la_%2Enomik%2E.tiki,3,tiki=la_%2Enomik%2E@current,3,la .nomik.
la .nomik. ve cu'u la .tikis. po'o,current,tiki/la_%2Enomik%2E_ve_cu'u_la_%2Etikis%2E_po'o.tiki,3,tiki=la_%2Enomik%2E_ve_cu'u_la_%2Etikis%2E_po'o@current,4,la .nomik. ve cu'u la .tikis. po'o
la .slokrebaf. .e le ci cribe,current,tiki/la_%2Eslokrebaf%2E_%2Ee_le_ci_cribe.tiki,9,tiki=la_%2Eslokrebaf%2E_%2Ee_le_ci_cribe@current,10,la .slokrebaf. .e le ci cribe
la balselfri be la ceitsa,current,tiki/la_balselfri_be_la_ceitsa.tiki,1,tiki=la_balselfri_be_la_ceitsa@current,2,la balselfri be la ceitsa
la balselfri be la ceitsa ku pamoi,current,tiki/la_balselfri_be_la_ceitsa_ku_pamoi.tiki,3,tiki=la_balselfri_be_la_ceitsa_ku_pamoi@current,4,la balselfri be la ceitsa ku pamoi
la bertcad.,current,tiki/la_bertcad%2E.tiki,2,tiki=la_bertcad%2E@current,3,la bertcad.
la camgusmis,current,tiki/la_camgusmis.tiki,1,tiki=la_camgusmis@current,2,la camgusmis
la cibyska,current,tiki/la_cibyska.tiki,7,tiki=la_cibyska@current,8,la cibyska
la ckuzda pe la babel,current,tiki/la_ckuzda_pe_la_babel.tiki,1,tiki=la_ckuzda_pe_la_babel@current,2,la ckuzda pe la babel
la cmalu je xunre mapku,current,tiki/la_cmalu_je_xunre_mapku.tiki,21,tiki=la_cmalu_je_xunre_mapku@current,22,la cmalu je xunre mapku
la dracyselkei be fi lo nu sibvidru galfi,current,tiki/la_dracyselkei_be_fi_lo_nu_sibvidru_galfi.tiki,7,tiki=la_dracyselkei_be_fi_lo_nu_sibvidru_galfi@current,8,la dracyselkei be fi lo nu sibvidru galfi
la junypre Errata,current,tiki/la_junypre_Errata.tiki,1,tiki=la_junypre_Errata@current,2,la junypre Errata
la katcikatcik.cmanan,current,tiki/la_katcikatcik%2Ecmanan.tiki,1,tiki=la_katcikatcik%2Ecmanan@current,2,la katcikatcik.cmanan
la krasi be lai .xacacin.,current,tiki/la_krasi_be_lai_%2Exacacin%2E.tiki,6,tiki=la_krasi_be_lai_%2Exacacin%2E@current,7,la krasi be lai .xacacin.
la lisri be lo nanla joi lo ciprnfalko,current,tiki/la_lisri_be_lo_nanla_joi_lo_ciprnfalko.tiki,8,tiki=la_lisri_be_lo_nanla_joi_lo_ciprnfalko@current,9,la lisri be lo nanla joi lo ciprnfalko
la lojban. mo,current,tiki/la_lojban%2E_mo.tiki,98,tiki=la_lojban%2E_mo@current,98,la lojban. mo
la lojban. po'u le lojbo lojbau,current,tiki/la_lojban%2E_po'u_le_lojbo_lojbau.tiki,2,tiki=la_lojban%2E_po'u_le_lojbo_lojbau@current,2,la lojban. po'u le lojbo lojbau
la lojbangirz,current,tiki/la_lojbangirz.tiki,1,tiki=la_lojbangirz@current,2,la lojbangirz
la lojbo ranmi,current,tiki/la_lojbo_ranmi.tiki,2,tiki=la_lojbo_ranmi@current,3,la lojbo ranmi
la mu'e cuxna lo bradi,current,tiki/la_mu'e_cuxna_lo_bradi.tiki,3,tiki=la_mu'e_cuxna_lo_bradi@current,4,la mu'e cuxna lo bradi
la nicte cadzu,current,tiki/la_nicte_cadzu.tiki,2,tiki=la_nicte_cadzu@current,3,la nicte cadzu
la nicte cadzu Errata,current,tiki/la_nicte_cadzu_Errata.tiki,3,tiki=la_nicte_cadzu_Errata@current,4,la nicte cadzu Errata
la nikyge'u,current,tiki/la_nikyge'u.tiki,1,tiki=la_nikyge'u@current,2,la nikyge'u
la sikp,current,tiki/la_sikp.tiki,4,tiki=la_sikp@current,5,la sikp
la snime blabi,current,tiki/la_snime_blabi.tiki,75,tiki=la_snime_blabi@current,76,la snime blabi
la tcidu bende,current,tiki/la_tcidu_bende.tiki,8,tiki=la_tcidu_bende@current,9,la tcidu bende
la tcuang e le toldi,current,tiki/la_tcuang_e_le_toldi.tiki,1,tiki=la_tcuang_e_le_toldi@current,2,la tcuang e le toldi
la tedyxamsi,current,tiki/la_tedyxamsi.tiki,9,tiki=la_tedyxamsi@current,10,la tedyxamsi
la teris. po'u lo tirxu cu vitke zi'o le barda tcadu,current,tiki/la_teris%2E_po'u_lo_tirxu_cu_vitke_zi'o_le_barda_tcadu.tiki,15,tiki=la_teris%2E_po'u_lo_tirxu_cu_vitke_zi'o_le_barda_tcadu@current,15,la teris. po'u lo tirxu cu vitke zi'o le barda tcadu
la tsani,current,tiki/la_tsani.tiki,5,tiki=la_tsani@current,6,la tsani
la xagvar,current,tiki/la_xagvar.tiki,1,tiki=la_xagvar@current,2,la xagvar
lai pokemon.,current,tiki/lai_pokemon%2E.tiki,34,tiki=lai_pokemon%2E@current,35,
laldo,current,tiki/laldo.tiki,1,tiki=laldo@current,2,laldo
lambda calculus,current,tiki/lambda_calculus.tiki,2,tiki=lambda_calculus@current,3,lambda calculus
lange'u,current,tiki/lange'u.tiki,1,tiki=lange'u@current,2,lange'u
lapoi pelxu ku'o trajynobli,current,tiki/lapoi_pelxu_ku'o_trajynobli.tiki,1,tiki=lapoi_pelxu_ku'o_trajynobli@current,2,lapoi pelxu ku'o trajynobli
latna,current,tiki/latna.tiki,2,tiki=latna@current,2,latna
le broda ku na brode Gotcha,current,tiki/le_broda_ku_na_brode_Gotcha.tiki,1,tiki=le_broda_ku_na_brode_Gotcha@current,2,le broda ku na brode Gotcha
le ca selru'a jicmu,current,tiki/le_ca_selru'a_jicmu.tiki,1,tiki=le_ca_selru'a_jicmu@current,2,le ca selru'a jicmu
le cmalu bloti,current,tiki/le_cmalu_bloti.tiki,4,tiki=le_cmalu_bloti@current,5,le cmalu bloti
le cmalu je xunre jipcyfe'i,current,tiki/le_cmalu_je_xunre_jipcyfe'i.tiki,3,tiki=le_cmalu_je_xunre_jipcyfe'i@current,4,le cmalu je xunre jipcyfe'i
le cmene liste be la .tikik.nomik.,current,tiki/le_cmene_liste_be_la_%2Etikik%2Enomik%2E.tiki,2,tiki=le_cmene_liste_be_la_%2Etikik%2Enomik%2E@current,2,
le draci javni be fi la sibvidru dracyselkei,current,tiki/le_draci_javni_be_fi_la_sibvidru_dracyselkei.tiki,3,tiki=le_draci_javni_be_fi_la_sibvidru_dracyselkei@current,3,le draci javni be fi la sibvidru dracyselkei
le dracykei javni be fi la sibvidru dracyselkei,current,tiki/le_dracykei_javni_be_fi_la_sibvidru_dracyselkei.tiki,4,tiki=le_dracykei_javni_be_fi_la_sibvidru_dracyselkei@current,5,le dracykei javni be fi la sibvidru dracyselkei
le dunda tricu,current,tiki/le_dunda_tricu.tiki,4,tiki=le_dunda_tricu@current,5,le dunda tricu
le firgau pu'u selvi'u,current,tiki/le_firgau_pu'u_selvi'u.tiki,1,tiki=le_firgau_pu'u_selvi'u@current,2,le firgau pu'u selvi'u
le flira te kerfa lo nanmu,current,tiki/le_flira_te_kerfa_lo_nanmu.tiki,3,tiki=le_flira_te_kerfa_lo_nanmu@current,4,le flira te kerfa lo nanmu
le gusta co minde mutce,current,tiki/le_gusta_co_minde_mutce.tiki,13,tiki=le_gusta_co_minde_mutce@current,14,le gusta co minde mutce
le junla zbasu,current,tiki/le_junla_zbasu.tiki,4,tiki=le_junla_zbasu@current,5,le junla zbasu
le krasi javni selcmi,current,tiki/le_krasi_javni_selcmi.tiki,3,tiki=le_krasi_javni_selcmi@current,3,le krasi javni selcmi
le lisxra cu xe fanva fo zo'oi Ceqli,current,tiki/le_lisxra_cu_xe_fanva_fo_zo'oi_Ceqli.tiki,4,tiki=le_lisxra_cu_xe_fanva_fo_zo'oi_Ceqli@current,4,le lisxra cu xe fanva fo zo'oi Ceqli
le lunra jo u le mapku,current,tiki/le_lunra_jo_u_le_mapku.tiki,4,tiki=le_lunra_jo_u_le_mapku@current,5,
le menli cipra pe la mairz. joi la brigz.,current,tiki/le_menli_cipra_pe_la_mairz%2E_joi_la_brigz%2E.tiki,3,tiki=le_menli_cipra_pe_la_mairz%2E_joi_la_brigz%2E@current,4,
le mi lojbo se morji,current,tiki/le_mi_lojbo_se_morji.tiki,2,tiki=le_mi_lojbo_se_morji@current,3,le mi lojbo se morji
le mi se morji,current,tiki/le_mi_se_morji.tiki,1,tiki=le_mi_se_morji@current,2,le mi se morji
le mu xamgu pe lo nunji'e,current,tiki/le_mu_xamgu_pe_lo_nunji'e.tiki,6,tiki=le_mu_xamgu_pe_lo_nunji'e@current,7,le mu xamgu pe lo nunji'e
le mumvlali'ipemci,current,tiki/le_mumvlali'ipemci.tiki,4,tiki=le_mumvlali'ipemci@current,5,le mumvlali'ipemci
le mupli be lo xarpre sidbo poi mapti la sibvidru dracyselkei,current,tiki/le_mupli_be_lo_xarpre_sidbo_poi_mapti_la_sibvidru_dracyselkei.tiki,2,tiki=le_mupli_be_lo_xarpre_sidbo_poi_mapti_la_sibvidru_dracyselkei@current,3,le mupli be lo xarpre sidbo poi mapti la sibvidru dracyselkei
le naljbo pe la maiky'elsym.,current,tiki/le_naljbo_pe_la_maiky'elsym%2E.tiki,4,tiki=le_naljbo_pe_la_maiky'elsym%2E@current,3,
le namcu pe la'o gy. Beast .gy.,current,tiki/le_namcu_pe_la'o_gy%2E_Beast_%2Egy%2E.tiki,1,tiki=le_namcu_pe_la'o_gy%2E_Beast_%2Egy%2E@current,2,le namcu pe la'o gy. Beast .gy.
le nanmu kujo'u le since,current,tiki/le_nanmu_kujo'u_le_since.tiki,4,tiki=le_nanmu_kujo'u_le_since@current,4,le nanmu kujo'u le since
le nikyge'u selkei,current,tiki/le_nikyge'u_selkei.tiki,2,tiki=le_nikyge'u_selkei@current,3,le nikyge'u selkei
le panoki'omoi nu viska la puzi nunstika,current,tiki/le_panoki'omoi_nu_viska_la_puzi_nunstika.tiki,1,tiki=le_panoki'omoi_nu_viska_la_puzi_nunstika@current,2,le panoki'omoi nu viska la puzi nunstika
le pluta po'u le mleca se litru,current,tiki/le_pluta_po'u_le_mleca_se_litru.tiki,1,tiki=le_pluta_po'u_le_mleca_se_litru@current,2,le pluta po'u le mleca se litru
le pu naje ca xamsi cnita,current,tiki/le_pu_naje_ca_xamsi_cnita.tiki,1,tiki=le_pu_naje_ca_xamsi_cnita@current,2,le pu naje ca xamsi cnita
le puzi cerni,current,tiki/le_puzi_cerni.tiki,1,tiki=le_puzi_cerni@current,2,le puzi cerni
le saske smani,current,tiki/le_saske_smani.tiki,4,tiki=le_saske_smani@current,5,le saske smani
le sidbo co jicmu la sibvidru dracyselkei,current,tiki/le_sidbo_co_jicmu_la_sibvidru_dracyselkei.tiki,1,tiki=le_sidbo_co_jicmu_la_sibvidru_dracyselkei@current,2,le sidbo co jicmu la sibvidru dracyselkei
le spitaki draci,current,tiki/le_spitaki_draci.tiki,1,tiki=le_spitaki_draci@current,2,le spitaki draci
le te pemci .e le se binxo,current,tiki/le_te_pemci_%2Ee_le_se_binxo.tiki,1,tiki=le_te_pemci_%2Ee_le_se_binxo@current,2,le te pemci .e le se binxo
le tumcakrespa .e le clakeryractu,current,tiki/le_tumcakrespa_%2Ee_le_clakeryractu.tiki,3,tiki=le_tumcakrespa_%2Ee_le_clakeryractu@current,4,le tumcakrespa .e le clakeryractu
le tutra pe le terdi,current,tiki/le_tutra_pe_le_terdi.tiki,1,tiki=le_tutra_pe_le_terdi@current,2,le tutra pe le terdi
le'ai,current,tiki/le'ai.tiki,4,tiki=le'ai@current,5,le'ai
le'ei,current,tiki/le'ei.tiki,1,tiki=le'ei@current,2,le'ei
le'u,current,tiki/le'u.tiki,2,tiki=le'u@current,3,le'u
le_virnu_smani,current,tiki/le_virnu_smani.tiki,1,tiki=le_virnu_smani@current,2,
lei lojbo,current,tiki/lei_lojbo.tiki,2,tiki=lei_lojbo@current,3,lei lojbo
leka cimni zifre cu se jdima leka cimni se toljimpe,current,tiki/leka_cimni_zifre_cu_se_jdima_leka_cimni_se_toljimpe.tiki,1,tiki=leka_cimni_zifre_cu_se_jdima_leka_cimni_se_toljimpe@current,2,leka cimni zifre cu se jdima leka cimni se toljimpe
"leksikyn fi'e la clsn ce la komfo,amonan",current,"tiki/leksikyn_fi'e_la_clsn_ce_la_komfo,amonan.tiki",1,"tiki=leksikyn_fi'e_la_clsn_ce_la_komfo,amonan@current",2,"leksikyn fi'e la clsn ce la komfo,amonan"
lenu_makfa_prami,current,tiki/lenu_makfa_prami.tiki,1,tiki=lenu_makfa_prami@current,2,
lerfu pro-sumti followed by number gotcha,current,tiki/lerfu_pro-sumti_followed_by_number_gotcha.tiki,2,tiki=lerfu_pro-sumti_followed_by_number_gotcha@current,3,lerfu pro-sumti followed by number gotcha
"lerfu pro-sumti, and why ko'a sucks",current,"tiki/lerfu_pro-sumti,_and_why_ko'a_sucks.tiki",2,"tiki=lerfu_pro-sumti,_and_why_ko'a_sucks@current",2,"lerfu pro-sumti, and why ko'a sucks"
lerfu schemes,current,tiki/lerfu_schemes.tiki,1,tiki=lerfu_schemes@current,2,lerfu schemes
lesi'o foli paxa kancu,current,tiki/lesi'o_foli_paxa_kancu.tiki,1,tiki=lesi'o_foli_paxa_kancu@current,2,lesi'o foli paxa kancu
lessons,current,tiki/lessons.tiki,6,tiki=lessons@current,6,lessons
letting usage decide,current,tiki/letting_usage_decide.tiki,1,tiki=letting_usage_decide@current,2,letting usage decide
lexeme,current,tiki/lexeme.tiki,1,tiki=lexeme@current,2,lexeme
leÃ§ons wave en franÃ§ais,current,tiki/le%C3%83%C2%A7ons_wave_en_fran%C3%83%C2%A7ais.tiki,98,tiki=le%C3%83%C2%A7ons_wave_en_fran%C3%83%C2%A7ais@current,98,
leÃ§ons wave en franÃ§ais p2,current,tiki/le%C3%83%C2%A7ons_wave_en_fran%C3%83%C2%A7ais_p2.tiki,27,tiki=le%C3%83%C2%A7ons_wave_en_fran%C3%83%C2%A7ais_p2@current,28,
leÃ§ons wave en franÃ§ais p3,current,tiki/le%C3%83%C2%A7ons_wave_en_fran%C3%83%C2%A7ais_p3.tiki,3,tiki=le%C3%83%C2%A7ons_wave_en_fran%C3%83%C2%A7ais_p3@current,4,
lidaniyl.,current,tiki/lidaniyl%2E.tiki,1,tiki=lidaniyl%2E@current,2,
list of all variants of the PEG grammar,current,tiki/list_of_all_variants_of_the_PEG_grammar.tiki,5,tiki=list_of_all_variants_of_the_PEG_grammar@current,4,list of all variants of the PEG grammar
list of participants,current,tiki/list_of_participants.tiki,1,tiki=list_of_participants@current,2,list of participants
liste le'i farna,current,tiki/liste_le'i_farna.tiki,4,tiki=liste_le'i_farna@current,4,liste le'i farna
little-endian,current,tiki/little-endian.tiki,1,tiki=little-endian@current,2,little-endian
lo,current,tiki/lo.tiki,1,tiki=lo@current,2,lo
lo banli lisri pe mi,current,tiki/lo_banli_lisri_pe_mi.tiki,3,tiki=lo_banli_lisri_pe_mi@current,4,lo banli lisri pe mi
lo javni be fi la camgusmis,current,tiki/lo_javni_be_fi_la_camgusmis.tiki,1,tiki=lo_javni_be_fi_la_camgusmis@current,2,lo javni be fi la camgusmis
lo javni be fi la xorxes,current,tiki/lo_javni_be_fi_la_xorxes.tiki,5,tiki=lo_javni_be_fi_la_xorxes@current,4,lo javni be fi la xorxes
lo ke se ciska ja se finti ke'e be la tsani,current,tiki/lo_ke_se_ciska_ja_se_finti_ke'e_be_la_tsani.tiki,4,tiki=lo_ke_se_ciska_ja_se_finti_ke'e_be_la_tsani@current,5,lo ke se ciska ja se finti ke'e be la tsani
lo melbi plini,current,tiki/lo_melbi_plini.tiki,8,tiki=lo_melbi_plini@current,9,lo melbi plini
lo mlatu cu bitmu cpare,current,tiki/lo_mlatu_cu_bitmu_cpare.tiki,5,tiki=lo_mlatu_cu_bitmu_cpare@current,6,lo mlatu cu bitmu cpare
lo nalrei,current,tiki/lo_nalrei.tiki,1,tiki=lo_nalrei@current,2,lo nalrei
lo nanla joi lo cipnrfalko,current,tiki/lo_nanla_joi_lo_cipnrfalko.tiki,7,tiki=lo_nanla_joi_lo_cipnrfalko@current,8,lo nanla joi lo cipnrfalko
lo narju,current,tiki/lo_narju.tiki,1,tiki=lo_narju@current,2,lo narju
lo nu binxo,current,tiki/lo_nu_binxo.tiki,12,tiki=lo_nu_binxo@current,11,lo nu binxo
lo skami zi'evla pe fi'e la tsani,current,tiki/lo_skami_zi'evla_pe_fi'e_la_tsani.tiki,1,tiki=lo_skami_zi'evla_pe_fi'e_la_tsani@current,2,lo skami zi'evla pe fi'e la tsani
lo terci'a be lo sedu'u makau cinri la tsani bei ty,current,tiki/lo_terci'a_be_lo_sedu'u_makau_cinri_la_tsani_bei_ty.tiki,1,tiki=lo_terci'a_be_lo_sedu'u_makau_cinri_la_tsani_bei_ty@current,2,lo terci'a be lo sedu'u makau cinri la tsani bei ty
lo valsi po la nicte cadzu,current,tiki/lo_valsi_po_la_nicte_cadzu.tiki,6,tiki=lo_valsi_po_la_nicte_cadzu@current,7,lo valsi po la nicte cadzu
lo'e: Squinting,current,tiki/lo'e%3A_Squinting.tiki,1,tiki=lo'e%3A_Squinting@current,2,lo'e: Squinting
lo'ei,current,tiki/lo'ei.tiki,2,tiki=lo'ei@current,2,lo'ei
lobykai,current,tiki/lobykai.tiki,1,tiki=lobykai@current,2,lobykai
logical induction &amp; deduction,current,tiki/logical_induction_%26amp%3B_deduction.tiki,,,1,
logical induction and deduction,current,tiki/logical_induction_and_deduction.tiki,2,tiki=logical_induction_and_deduction@current,2,logical induction and deduction
logical language,current,tiki/logical_language.tiki,1,tiki=logical_language@current,2,logical language
loglang,current,tiki/loglang.tiki,4,tiki=loglang@current,5,loglang
loglo fu'ivla,current,tiki/loglo_fu'ivla.tiki,2,tiki=loglo_fu'ivla@current,2,loglo fu'ivla
loi,current,tiki/loi.tiki,1,tiki=loi@current,2,loi
loika zvati,current,tiki/loika_zvati.tiki,1,tiki=loika_zvati@current,2,loika zvati
lojban Haikus,current,tiki/lojban_Haikus.tiki,1,tiki=lojban_Haikus@current,2,
lojban for beginners,current,tiki/lojban_for_beginners.tiki,,,1,
lojban gloss,current,tiki/lojban_gloss.tiki,1,tiki=lojban_gloss@current,2,lojban gloss
lojban.narod.ru,current,tiki/lojban%2Enarod%2Eru.tiki,6,tiki=lojban%2Enarod%2Eru@current,7,lojban.narod.ru
lojban.org Automated Translation System,current,tiki/lojban%2Eorg_Automated_Translation_System.tiki,1,tiki=lojban%2Eorg_Automated_Translation_System@current,2,lojban.org Automated Translation System
lojbo,current,tiki/lojbo.tiki,1,tiki=lojbo@current,2,lojbo
lojbo karni,current,tiki/lojbo_karni.tiki,2,tiki=lojbo_karni@current,3,lojbo karni
