title,state,path,current_version,current_source_id,versions,migrated_to
Vad Ã¤r lojban?,current,tiki/Vad_%C3%83%C2%A4r_lojban%3F.tiki,1,tiki=Vad_%C3%83%C2%A4r_lojban%3F@current,2,Vad Ã¤r lojban?
Vehicles terminology,current,tiki/Vehicles_terminology.tiki,2,tiki=Vehicles_terminology@current,3,Vehicles terminology
Verdurian orthography,current,tiki/Verdurian_orthography.tiki,2,tiki=Verdurian_orthography@current,2,Verdurian orthography
Viktor Medrano,current,tiki/Viktor_Medrano.tiki,67,tiki=Viktor_Medrano@current,68,Viktor Medrano
Viku: An Art Language,current,tiki/Viku%3A_An_Art_Language.tiki,1,tiki=Viku%3A_An_Art_Language@current,2,Viku: An Art Language
Villagers shooting to celebrate buying a car causi,current,tiki/Villagers_shooting_to_celebrate_buying_a_car_causi.tiki,,,1,
Vocabulary,current,tiki/Vocabulary.tiki,12,tiki=Vocabulary@current,13,Vocabulary
Voksigid,current,tiki/Voksigid.tiki,6,tiki=Voksigid@current,7,Voksigid
Vulcanism,current,tiki/Vulcanism.tiki,1,tiki=Vulcanism@current,2,Vulcanism
We can build a church or a school,current,tiki/We_can_build_a_church_or_a_school.tiki,1,tiki=We_can_build_a_church_or_a_school@current,2,We can build a church or a school
Weasel,current,tiki/Weasel.tiki,1,tiki=Weasel@current,2,Weasel
Web Pages in Lojban,current,tiki/Web_Pages_in_Lojban.tiki,13,tiki=Web_Pages_in_Lojban@current,13,Web Pages in Lojban
What Is Lojban?,current,tiki/What_Is_Lojban%3F.tiki,9,tiki=What_Is_Lojban%3F@current,8,
"What Is Lojban?, O Livro (InglÃªs)",current,"tiki/What_Is_Lojban%3F,_O_Livro_%28Ingl%C3%83%C2%AAs%29.tiki",1,"tiki=What_Is_Lojban%3F,_O_Livro_%28Ingl%C3%83%C2%AAs%29@current",2,
"What Is Lojban?, The Book",current,"tiki/What_Is_Lojban%3F,_The_Book.tiki",10,"tiki=What_Is_Lojban%3F,_The_Book@current",11,"What Is Lojban?, The Book"
What Others Say About Lojban,current,tiki/What_Others_Say_About_Lojban.tiki,27,tiki=What_Others_Say_About_Lojban@current,28,What Others Say About Lojban
What does it mean?,current,tiki/What_does_it_mean%3F.tiki,5,tiki=What_does_it_mean%3F@current,5,What does it mean?
What is Lojban? errata,current,tiki/What_is_Lojban%3F_errata.tiki,2,tiki=What_is_Lojban%3F_errata@current,3,
What is This Lojban Thing?,current,tiki/What_is_This_Lojban_Thing%3F.tiki,14,tiki=What_is_This_Lojban_Thing%3F@current,9,
What's New?,current,tiki/What's_New%3F.tiki,133,tiki=What's_New%3F@current,133,
When are pauses mandatory,current,tiki/When_are_pauses_mandatory.tiki,1,tiki=When_are_pauses_mandatory@current,2,When are pauses mandatory
Where Is Lojban Spoken?,current,tiki/Where_Is_Lojban_Spoken%3F.tiki,4,tiki=Where_Is_Lojban_Spoken%3F@current,5,Where Is Lojban Spoken?
White Knight's Song Gotcha,current,tiki/White_Knight's_Song_Gotcha.tiki,7,tiki=White_Knight's_Song_Gotcha@current,7,White Knight's Song Gotcha
Why Learn Lojban?,current,tiki/Why_Learn_Lojban%3F.tiki,4,tiki=Why_Learn_Lojban%3F@current,5,
Why Tengwar?,current,tiki/Why_Tengwar%3F.tiki,1,tiki=Why_Tengwar%3F@current,2,Why Tengwar?
Why jungo makes no sense.,current,tiki/Why_jungo_makes_no_sense%2E.tiki,5,tiki=Why_jungo_makes_no_sense%2E@current,6,
Why the Book is Right and the ma'oste is Wrong,current,tiki/Why_the_Book_is_Right_and_the_ma'oste_is_Wrong.tiki,2,tiki=Why_the_Book_is_Right_and_the_ma'oste_is_Wrong@current,2,Why the Book is Right and the ma'oste is Wrong
Why the XS is better than the 2004 status quo,current,tiki/Why_the_XS_is_better_than_the_2004_status_quo.tiki,3,tiki=Why_the_XS_is_better_than_the_2004_status_quo@current,3,Why the XS is better than the 2004 status quo
WhyDoesNotWikiDoNumbers,current,tiki/WhyDoesNotWikiDoNumbers.tiki,5,tiki=WhyDoesNotWikiDoNumbers@current,5,
WhyDoesxNotParse,current,tiki/WhyDoesxNotParse.tiki,1,tiki=WhyDoesxNotParse@current,2,WhyDoesxNotParse
WhyDoesxParse,current,tiki/WhyDoesxParse.tiki,1,tiki=WhyDoesxParse@current,2,WhyDoesxParse
Wierzbicka,current,tiki/Wierzbicka.tiki,2,tiki=Wierzbicka@current,2,
WikiImprovement,current,tiki/WikiImprovement.tiki,2,tiki=WikiImprovement@current,2,WikiImprovement
WikiPolicy,current,tiki/WikiPolicy.tiki,2,tiki=WikiPolicy@current,3,WikiPolicy
WikiWords,current,tiki/WikiWords.tiki,3,tiki=WikiWords@current,4,
Wikiversity,current,tiki/Wikiversity.tiki,1,tiki=Wikiversity@current,2,
Woldy,current,tiki/Woldy.tiki,1,tiki=Woldy@current,2,Woldy
Women fainted due to flight delays to discuss that,current,tiki/Women_fainted_due_to_flight_delays_to_discuss_that.tiki,,,1,
Word Lists,current,tiki/Word_Lists.tiki,38,tiki=Word_Lists@current,38,Word Lists
Word frequency lists,current,tiki/Word_frequency_lists.tiki,11,tiki=Word_frequency_lists@current,12,Word frequency lists
Word frequency lists: gismu,current,tiki/Word_frequency_lists%3A_gismu.tiki,3,tiki=Word_frequency_lists%3A_gismu@current,4,Word frequency lists: gismu
WordNet,current,tiki/WordNet.tiki,1,tiki=WordNet@current,2,WordNet
WordResolutionAlgorithm,current,tiki/WordResolutionAlgorithm.tiki,2,tiki=WordResolutionAlgorithm@current,2,WordResolutionAlgorithm
Workers suffered a variety of strange spring break,current,tiki/Workers_suffered_a_variety_of_strange_spring_break.tiki,,,1,
Writing conventions,current,tiki/Writing_conventions.tiki,2,tiki=Writing_conventions@current,3,Writing conventions
XORNbostel.zaxs.,current,tiki/XORNbostel%2Ezaxs%2E.tiki,1,tiki=XORNbostel%2Ezaxs%2E@current,2,
XS &amp; anaphora,current,tiki/XS_%26amp%3B_anaphora.tiki,,,2,
XS And anaphora,current,tiki/XS_And_anaphora.tiki,3,tiki=XS_And_anaphora@current,2,XS And anaphora
XS gadri proposal,current,tiki/XS_gadri_proposal.tiki,1,tiki=XS_gadri_proposal@current,2,XS gadri proposal
XS gadri proposal: And's version,current,tiki/XS_gadri_proposal%3A_And's_version.tiki,2,tiki=XS_gadri_proposal%3A_And's_version@current,2,XS gadri proposal: And's version
XXS: Extended XS proposal,current,tiki/XXS%3A_Extended_XS_proposal.tiki,6,tiki=XXS%3A_Extended_XS_proposal@current,5,XXS: Extended XS proposal
Xavier,current,tiki/Xavier.tiki,1,tiki=Xavier@current,2,Xavier
YACC,current,tiki/YACC.tiki,2,tiki=YACC@current,3,YACC
YCA,current,tiki/YCA.tiki,2,tiki=YCA@current,2,YCA
Yanis Batura,current,tiki/Yanis_Batura.tiki,2,tiki=Yanis_Batura@current,2,Yanis Batura
Year 2000,current,tiki/Year_2000.tiki,1,tiki=Year_2000@current,2,Year 2000
Year 2001,current,tiki/Year_2001.tiki,2,tiki=Year_2001@current,2,Year 2001
Ygyde,current,tiki/Ygyde.tiki,1,tiki=Ygyde@current,2,Ygyde
Yin Zhengyi chased after the Spring Festival to th,current,tiki/Yin_Zhengyi_chased_after_the_Spring_Festival_to_th.tiki,,,1,
ZAhO,current,tiki/ZAhO.tiki,1,tiki=ZAhO@current,2,ZAhO
ZAhO as sumti tcita,current,tiki/ZAhO_as_sumti_tcita.tiki,1,tiki=ZAhO_as_sumti_tcita@current,2,ZAhO as sumti tcita
Zamenhof,current,tiki/Zamenhof.tiki,1,tiki=Zamenhof@current,2,Zamenhof
"Zamenhof's ""Dream"" language",current,tiki/Zamenhof's_%22Dream%22_language.tiki,2,tiki=Zamenhof's_%22Dream%22_language@current,2,"Zamenhof's ""Dream"" language"
Zendo In Lojban,current,tiki/Zendo_In_Lojban.tiki,13,tiki=Zendo_In_Lojban@current,14,Zendo In Lojban
Zipf's Law,current,tiki/Zipf's_Law.tiki,1,tiki=Zipf's_Law@current,2,Zipf's Law
a Lojbanic style based on this,current,tiki/a_Lojbanic_style_based_on_this.tiki,1,tiki=a_Lojbanic_style_based_on_this@current,2,a Lojbanic style based on this
a lot of water,current,tiki/a_lot_of_water.tiki,1,tiki=a_lot_of_water@current,2,a lot of water
abstractors with SE and connectives,current,tiki/abstractors_with_SE_and_connectives.tiki,1,tiki=abstractors_with_SE_and_connectives@current,2,abstractors with SE and connectives
abuse of the orthography,current,tiki/abuse_of_the_orthography.tiki,3,tiki=abuse_of_the_orthography@current,4,abuse of the orthography
adam,current,tiki/adam.tiki,1,tiki=adam@current,2,adam
aionys,current,tiki/aionys.tiki,6,tiki=aionys@current,7,aionys
airforce,current,tiki/airforce.tiki,1,tiki=airforce@current,2,airforce
all places equally important gotcha,current,tiki/all_places_equally_important_gotcha.tiki,8,tiki=all_places_equally_important_gotcha@current,9,all places equally important gotcha
anecdotes,current,tiki/anecdotes.tiki,2,tiki=anecdotes@current,3,anecdotes
another approach to cultural fu'ivla,current,tiki/another_approach_to_cultural_fu'ivla.tiki,2,tiki=another_approach_to_cultural_fu'ivla@current,3,another approach to cultural fu'ivla
anthrax,current,tiki/anthrax.tiki,1,tiki=anthrax@current,2,anthrax
apostropheless alternative orthographies,current,tiki/apostropheless_alternative_orthographies.tiki,6,tiki=apostropheless_alternative_orthographies@current,6,apostropheless alternative orthographies
artlang,current,tiki/artlang.tiki,1,tiki=artlang@current,2,artlang
assist your tax line,current,tiki/assist_your_tax_line.tiki,,,1,
asymmetric goi,current,tiki/asymmetric_goi.tiki,1,tiki=asymmetric_goi@current,2,asymmetric goi
attempts at translating a relatively simple gubblick,current,tiki/attempts_at_translating_a_relatively_simple_gubblick.tiki,1,tiki=attempts_at_translating_a_relatively_simple_gubblick@current,2,attempts at translating a relatively simple gubblick
attitudinal,current,tiki/attitudinal.tiki,1,tiki=attitudinal@current,2,attitudinal
audio-visual isomorphism,current,tiki/audio-visual_isomorphism.tiki,1,tiki=audio-visual_isomorphism@current,2,audio-visual isomorphism
auxlang,current,tiki/auxlang.tiki,1,tiki=auxlang@current,2,auxlang
av.gif.php,not-projected,,1,tiki=av%2Egif%2Ephp@current,2,
ba'oi,current,tiki/ba'oi.tiki,1,tiki=ba'oi@current,2,ba'oi
bai,current,tiki/bai.tiki,1,tiki=bai@current,2,bai
balcukta,current,tiki/balcukta.tiki,1,tiki=balcukta@current,2,balcukta
bancus,current,tiki/bancus.tiki,6,tiki=bancus@current,6,bancus
bangu,current,tiki/bangu.tiki,1,tiki=bangu@current,2,bangu
banpla fuzykamni,current,tiki/banpla_fuzykamni.tiki,1,tiki=banpla_fuzykamni@current,2,banpla fuzykamni
baseline,current,tiki/baseline.tiki,7,tiki=baseline@current,6,baseline
baupla fuzykamni,current,tiki/baupla_fuzykamni.tiki,21,tiki=baupla_fuzykamni@current,17,baupla fuzykamni
beginners vocabulary list,current,tiki/beginners_vocabulary_list.tiki,12,tiki=beginners_vocabulary_list@current,13,beginners vocabulary list
bei'e,current,tiki/bei'e.tiki,3,tiki=bei'e@current,4,bei'e
bellyfeel,current,tiki/bellyfeel.tiki,1,tiki=bellyfeel@current,2,bellyfeel
besto,current,tiki/besto.tiki,1,tiki=besto@current,2,besto
better flashcard program,current,tiki/better_flashcard_program.tiki,1,tiki=better_flashcard_program@current,2,better flashcard program
bi'ai,current,tiki/bi'ai.tiki,2,tiki=bi'ai@current,2,bi'ai
big-endian,current,tiki/big-endian.tiki,1,tiki=big-endian@current,2,big-endian
binary thinking,current,tiki/binary_thinking.tiki,1,tiki=binary_thinking@current,2,binary thinking
biorn.,current,tiki/biorn%2E.tiki,1,tiki=biorn%2E@current,2,biorn.
blanu,current,tiki/blanu.tiki,1,tiki=blanu@current,2,blanu
blanu zdani,current,tiki/blanu_zdani.tiki,1,tiki=blanu_zdani@current,2,blanu zdani
bodler,current,tiki/bodler.tiki,2,tiki=bodler@current,3,bodler
braiyn,current,tiki/braiyn.tiki,1,tiki=braiyn@current,2,braiyn
bridi,current,tiki/bridi.tiki,1,tiki=bridi@current,2,bridi
brivla,current,tiki/brivla.tiki,1,tiki=brivla@current,2,brivla
brivo,current,tiki/brivo.tiki,2,tiki=brivo@current,2,brivo
bu,current,tiki/bu.tiki,2,tiki=bu@current,3,bu
bu'a,current,tiki/bu'a.tiki,2,tiki=bu'a@current,2,bu'a
bu'ai and xe'u,current,tiki/bu'ai_and_xe'u.tiki,2,tiki=bu'ai_and_xe'u@current,3,bu'ai and xe'u
byfy,current,tiki/byfy.tiki,2,tiki=byfy@current,3,byfy
call,current,tiki/call.tiki,1,tiki=call@current,2,call
camera obscura,current,tiki/camera_obscura.tiki,1,tiki=camera_obscura@current,2,camera obscura
camgusmis,current,tiki/camgusmis.tiki,1,tiki=camgusmis@current,2,camgusmis
camgusmis' Essay On Computer Terms,current,tiki/camgusmis'_Essay_On_Computer_Terms.tiki,1,tiki=camgusmis'_Essay_On_Computer_Terms@current,2,camgusmis' Essay On Computer Terms
campa'avlas,current,tiki/campa'avlas.tiki,1,tiki=campa'avlas@current,2,campa'avlas
camxes,current,tiki/camxes.tiki,2,tiki=camxes@current,3,camxes
carvi,current,tiki/carvi.tiki,1,tiki=carvi@current,2,carvi
casino online 44344 On Thinking about receiving Ni,current,tiki/casino_online_44344_On_Thinking_about_receiving_Ni.tiki,,,1,
casino online 88998 A Far east Cookware Announceme,current,tiki/casino_online_88998_A_Far_east_Cookware_Announceme.tiki,,,1,
casnu lenu fanva zoigy Prince Edward Island,current,tiki/casnu_lenu_fanva_zoigy_Prince_Edward_Island.tiki,1,tiki=casnu_lenu_fanva_zoigy_Prince_Edward_Island@current,2,casnu lenu fanva zoigy Prince Edward Island
catalogue of baseline violations,current,tiki/catalogue_of_baseline_violations.tiki,6,tiki=catalogue_of_baseline_violations@current,7,catalogue of baseline violations
ce'u,current,tiki/ce'u.tiki,2,tiki=ce'u@current,2,ce'u
cein,current,tiki/cein.tiki,11,tiki=cein@current,11,cein
cfipu,current,tiki/cfipu.tiki,2,tiki=cfipu@current,2,cfipu
christian louboutin shoes 82030 Hu Fenglin,current,tiki/christian_louboutin_shoes_82030_Hu_Fenglin.tiki,,,1,
ci'a,current,tiki/ci'a.tiki,1,tiki=ci'a@current,2,ci'a
ci'irprosa,current,tiki/ci'irprosa.tiki,3,tiki=ci'irprosa@current,4,ci'irprosa
ci'oi,current,tiki/ci'oi.tiki,7,tiki=ci'oi@current,8,ci'oi
cipra fi la .tikis.,current,tiki/cipra_fi_la_%2Etikis%2E.tiki,1,tiki=cipra_fi_la_%2Etikis%2E@current,2,
cipygau la .tikik.,current,tiki/cipygau_la_%2Etikik%2E.tiki,1,tiki=cipygau_la_%2Etikik%2E@current,2,
citri lo glibau,current,tiki/citri_lo_glibau.tiki,3,tiki=citri_lo_glibau@current,4,citri lo glibau
citri lo glibau by bu,current,tiki/citri_lo_glibau_by_bu.tiki,1,tiki=citri_lo_glibau_by_bu@current,2,citri lo glibau by bu
citri lo glibau to purci favytcinymupli toi,current,tiki/citri_lo_glibau_to_purci_favytcinymupli_toi.tiki,9,tiki=citri_lo_glibau_to_purci_favytcinymupli_toi@current,7,citri lo glibau to purci favytcinymupli toi
ckafyzda Mythos,current,tiki/ckafyzda_Mythos.tiki,2,tiki=ckafyzda_Mythos@current,2,ckafyzda Mythos
ckape litru,current,tiki/ckape_litru.tiki,2,tiki=ckape_litru@current,3,ckape litru
ckinytadji,current,tiki/ckinytadji.tiki,3,tiki=ckinytadji@current,3,ckinytadji
clinoi be la'e lu le ranmi be la zeldas li'u,current,tiki/clinoi_be_la'e_lu_le_ranmi_be_la_zeldas_li'u.tiki,5,tiki=clinoi_be_la'e_lu_le_ranmi_be_la_zeldas_li'u@current,6,clinoi be la'e lu le ranmi be la zeldas li'u
cmavlasisku,current,tiki/cmavlasisku.tiki,5,tiki=cmavlasisku@current,6,cmavlasisku
cmavo,current,tiki/cmavo.tiki,1,tiki=cmavo@current,2,cmavo
cmavo list,current,tiki/cmavo_list.tiki,1,tiki=cmavo_list@current,2,cmavo list
cmavo mnemonics,current,tiki/cmavo_mnemonics.tiki,2,tiki=cmavo_mnemonics@current,2,cmavo mnemonics
cmeclax,current,tiki/cmeclax.tiki,2,tiki=cmeclax@current,2,cmeclax
cmene,current,tiki/cmene.tiki,1,tiki=cmene@current,2,cmene
cmevla,current,tiki/cmevla.tiki,1,tiki=cmevla@current,2,cmevla
"coi xirma, doi xirma",current,"tiki/coi_xirma,_doi_xirma.tiki",1,"tiki=coi_xirma,_doi_xirma@current",2,"coi xirma, doi xirma"
color,current,tiki/color.tiki,2,tiki=color@current,2,color
commented on,current,tiki/commented_on.tiki,3,tiki=commented_on@current,3,commented on
comments on round 1,current,tiki/comments_on_round_1.tiki,1,tiki=comments_on_round_1@current,2,comments on round 1
common beginner misunderstanding database,current,tiki/common_beginner_misunderstanding_database.tiki,13,tiki=common_beginner_misunderstanding_database@current,14,common beginner misunderstanding database
conditional,current,tiki/conditional.tiki,1,tiki=conditional@current,2,conditional
conlang,current,tiki/conlang.tiki,4,tiki=conlang@current,5,conlang
connotations of using Loglan,current,tiki/connotations_of_using_Loglan.tiki,3,tiki=connotations_of_using_Loglan@current,3,connotations of using Loglan
considered harmful,current,tiki/considered_harmful.tiki,1,tiki=considered_harmful@current,2,considered harmful
construal of antecedents of sumti anaphors,current,tiki/construal_of_antecedents_of_sumti_anaphors.tiki,2,tiki=construal_of_antecedents_of_sumti_anaphors@current,2,construal of antecedents of sumti anaphors
constructed language,current,tiki/constructed_language.tiki,1,tiki=constructed_language@current,2,constructed language
context free grammars,current,tiki/context_free_grammars.tiki,2,tiki=context_free_grammars@current,3,context free grammars
conversation guide,current,tiki/conversation_guide.tiki,50,tiki=conversation_guide@current,50,conversation guide
conversation guide:Film,current,tiki/conversation_guide%3AFilm.tiki,1,tiki=conversation_guide%3AFilm@current,2,conversation guide:Film
conversation guide:Film and Acting,current,tiki/conversation_guide%3AFilm_and_Acting.tiki,1,tiki=conversation_guide%3AFilm_and_Acting@current,2,conversation guide:Film and Acting
conversation guide:analogue games and gaming,current,tiki/conversation_guide%3Aanalogue_games_and_gaming.tiki,24,tiki=conversation_guide%3Aanalogue_games_and_gaming@current,25,conversation guide:analogue games and gaming
conversation guide:animals,current,tiki/conversation_guide%3Aanimals.tiki,4,tiki=conversation_guide%3Aanimals@current,5,conversation guide:animals
conversation guide:basics,current,tiki/conversation_guide%3Abasics.tiki,4,tiki=conversation_guide%3Abasics@current,5,conversation guide:basics
conversation guide:bathroom and hygiene,current,tiki/conversation_guide%3Abathroom_and_hygiene.tiki,15,tiki=conversation_guide%3Abathroom_and_hygiene@current,15,conversation guide:bathroom and hygiene
conversation guide:common areas and furnishings,current,tiki/conversation_guide%3Acommon_areas_and_furnishings.tiki,2,tiki=conversation_guide%3Acommon_areas_and_furnishings@current,3,conversation guide:common areas and furnishings
conversation guide:engineering materials,current,tiki/conversation_guide%3Aengineering_materials.tiki,2,tiki=conversation_guide%3Aengineering_materials@current,3,conversation guide:engineering materials
conversation guide:food,current,tiki/conversation_guide%3Afood.tiki,3,tiki=conversation_guide%3Afood@current,4,conversation guide:food
conversation guide:friends and family,current,tiki/conversation_guide%3Afriends_and_family.tiki,7,tiki=conversation_guide%3Afriends_and_family@current,8,conversation guide:friends and family
conversation guide:hardware,current,tiki/conversation_guide%3Ahardware.tiki,6,tiki=conversation_guide%3Ahardware@current,7,conversation guide:hardware
conversation guide:human body,current,tiki/conversation_guide%3Ahuman_body.tiki,1,tiki=conversation_guide%3Ahuman_body@current,2,conversation guide:human body
conversation guide:internet,current,tiki/conversation_guide%3Ainternet.tiki,2,tiki=conversation_guide%3Ainternet@current,3,conversation guide:internet
conversation guide:kitchen and cooking,current,tiki/conversation_guide%3Akitchen_and_cooking.tiki,4,tiki=conversation_guide%3Akitchen_and_cooking@current,5,conversation guide:kitchen and cooking
conversation guide:literature,current,tiki/conversation_guide%3Aliterature.tiki,3,tiki=conversation_guide%3Aliterature@current,4,conversation guide:literature
conversation guide:music and instruments,current,tiki/conversation_guide%3Amusic_and_instruments.tiki,6,tiki=conversation_guide%3Amusic_and_instruments@current,7,conversation guide:music and instruments
conversation guide:politics and law,current,tiki/conversation_guide%3Apolitics_and_law.tiki,3,tiki=conversation_guide%3Apolitics_and_law@current,4,conversation guide:politics and law
conversation guide:programming,current,tiki/conversation_guide%3Aprogramming.tiki,7,tiki=conversation_guide%3Aprogramming@current,8,conversation guide:programming
conversation guide:religion and spirituality,current,tiki/conversation_guide%3Areligion_and_spirituality.tiki,4,tiki=conversation_guide%3Areligion_and_spirituality@current,5,conversation guide:religion and spirituality
conversation guide:school and education,current,tiki/conversation_guide%3Aschool_and_education.tiki,3,tiki=conversation_guide%3Aschool_and_education@current,4,conversation guide:school and education
conversation guide:software,current,tiki/conversation_guide%3Asoftware.tiki,5,tiki=conversation_guide%3Asoftware@current,6,conversation guide:software
conversation guide:sports and spectating,current,tiki/conversation_guide%3Asports_and_spectating.tiki,8,tiki=conversation_guide%3Asports_and_spectating@current,9,conversation guide:sports and spectating
conversation guide:taxonomy,current,tiki/conversation_guide%3Ataxonomy.tiki,4,tiki=conversation_guide%3Ataxonomy@current,5,conversation guide:taxonomy
conversation guide:the outdoors,current,tiki/conversation_guide%3Athe_outdoors.tiki,1,tiki=conversation_guide%3Athe_outdoors@current,2,conversation guide:the outdoors
conversation guide:types of vehicles,current,tiki/conversation_guide%3Atypes_of_vehicles.tiki,8,tiki=conversation_guide%3Atypes_of_vehicles@current,9,conversation guide:types of vehicles
conversation guide:video games and gaming,current,tiki/conversation_guide%3Avideo_games_and_gaming.tiki,4,tiki=conversation_guide%3Avideo_games_and_gaming@current,5,conversation guide:video games and gaming
conversation guide:visual arts,current,tiki/conversation_guide%3Avisual_arts.tiki,2,tiki=conversation_guide%3Avisual_arts@current,3,conversation guide:visual arts
conversation guide:work,current,tiki/conversation_guide%3Awork.tiki,4,tiki=conversation_guide%3Awork@current,5,conversation guide:work
